Kampanya İsmi;Gönderim Tarihi;E-Posta Konusu;Gönderim Kriterleri;Hariç Tutulacak Kriterler;Gönderilen;Okunan;Okuma Oranı;Tekil Tıklama;Tekil Tıklama Oranı;Toplam Okuma;Toplam Tıklama;Ulaşmayan;Ulaşmayan Oranı;Geçersiz;Geçersiz Oranı;Diğer;Diğer Oran;Üyelikten Ayrılanlar;Üyelikten Ayrılan Oranı;Şikayet;Şikayet Oranı;Ziyaretçi;Satın Alan;Satın Alan Oranı;Ürün;Ciro
ankANK_20250418_YEU_5460105;18/04/2025 17:30;Haftanın Ankara Güzellik Fırsatları, Ödemede %15 Ekstra İndirim!;;;15104;4126;27,32;57;1,38;4728;73;0;0,00;1;0,01;10977;72,68;0;0,00;0;0,00;;0;0,00;0;
istIST_20250418_YEU_5460103;18/04/2025 17:00;Haftanın Güzellik Fırsatları, Ödemede %15 Ekstra İndirimli!;;;76583;21455;28,02;234;1,09;24738;299;1;0,00;24;0,03;55103;71,95;0;0,00;0;0,00;;0;0,00;0;
istIST_5459851;18/04/2025 08:30;<##PersonalSubject##>;;;76592;21389;27,93;85;0,40;24766;144;16;0,02;11;0,01;55176;72,04;0;0,00;0;0,00;;0;0,00;0;
antANT_5459859;18/04/2025 08:30;<##PersonalSubject##>;;;6504;1489;22,89;4;0,27;1695;5;1;0,02;1;0,02;5013;77,08;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459857;18/04/2025 08:30;<##PersonalSubject##>;;;6590;1687;25,60;5;0,30;1927;6;1;0,02;0;0,00;4902;74,39;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459855;18/04/2025 08:30;<##PersonalSubject##>;;;19158;4429;23,12;3;0,07;5048;5;5;0,03;3;0,02;14721;76,84;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459853;18/04/2025 08:30;<##PersonalSubject##>;;;15109;4070;26,94;21;0,52;4698;32;2;0,01;2;0,01;11035;73,04;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459849;17/04/2025 13:00;<##PersonalSubject##>;;;115377;30857;26,74;109;0,35;35913;117;6;0,01;27;0,02;84487;73,23;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459843;17/04/2025 08:30;<##PersonalSubject##>;;;19160;4349;22,70;3;0,07;4959;5;2;0,01;5;0,03;14804;77,27;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459845;17/04/2025 08:30;<##PersonalSubject##>;;;6589;1669;25,33;4;0,24;1926;6;1;0,02;0;0,00;4919;74,65;0;0,00;0;0,00;;0;0,00;0;
istIST_5459839;17/04/2025 08:30;<##PersonalSubject##>;;;76604;21404;27,94;90;0,42;25003;139;14;0,02;11;0,01;55175;72,03;0;0,00;0;0,00;;0;0,00;0;
antANT_5459847;17/04/2025 08:30;<##PersonalSubject##>;;;6503;1490;22,91;4;0,27;1717;5;1;0,02;0;0,00;5012;77,07;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459841;17/04/2025 08:30;<##PersonalSubject##>;;;15106;4078;27,00;28;0,69;4694;38;0;0,00;0;0,00;11028;73,00;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459835;16/04/2025 08:30;<##PersonalSubject##>;;;6588;1661;25,21;4;0,24;1957;6;4;0,06;1;0,02;4922;74,71;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459833;16/04/2025 08:30;<##PersonalSubject##>;;;19166;4301;22,44;3;0,07;4923;5;6;0,03;8;0,04;14851;77,49;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459831;16/04/2025 08:30;<##PersonalSubject##>;;;15107;4073;26,96;26;0,64;4706;31;6;0,04;3;0,02;11025;72,98;0;0,00;0;0,00;;0;0,00;0;
istIST_5459829;16/04/2025 08:30;<##PersonalSubject##>;;;76618;21428;27,97;71;0,33;25053;106;13;0,02;18;0,02;55159;71,99;0;0,00;0;0,00;;0;0,00;0;
antANT_5459837;16/04/2025 08:30;<##PersonalSubject##>;;;6500;1483;22,82;4;0,27;1692;6;1;0,02;4;0,06;5012;77,11;0;0,00;0;0,00;;0;0,00;0;
istIST_5459819;15/04/2025 08:30;<##PersonalSubject##>;;;76613;21708;28,33;82;0,38;25463;95;11;0,01;15;0,02;54879;71,63;0;0,00;0;0,00;;0;0,00;0;
antANT_5459827;15/04/2025 08:30;<##PersonalSubject##>;;;6496;1507;23,20;4;0,27;1743;5;1;0,02;1;0,02;4987;76,77;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459825;15/04/2025 08:30;<##PersonalSubject##>;;;6587;1715;26,04;5;0,29;2000;6;1;0,02;0;0,00;4871;73,95;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459821;15/04/2025 08:30;<##PersonalSubject##>;;;15111;4230;27,99;24;0,57;4930;29;5;0,03;3;0,02;10873;71,95;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459823;15/04/2025 08:30;<##PersonalSubject##>;;;19168;4460;23,27;3;0,07;5164;5;11;0,06;5;0,03;14692;76,65;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_20250411_OE_5460099;14/04/2025 14:31;Vizesiz Balkan Turlarında Kaçırılmayacak Fırsatlar!;;;227068;44437;19,57;1964;4,42;51461;2245;51;0,02;274;0,12;182306;80,29;0;0,00;0;0,00;;0;0,00;0;
antANT_5459817;14/04/2025 08:30;<##PersonalSubject##>;;;6498;1493;22,98;4;0,27;1709;5;2;0,03;0;0,00;5003;76,99;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459815;14/04/2025 08:30;<##PersonalSubject##>;;;6586;1710;25,96;5;0,29;1954;8;2;0,03;0;0,00;4874;74,01;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459813;14/04/2025 08:30;<##PersonalSubject##>;;;19170;4392;22,91;4;0,09;4997;6;7;0,04;3;0,02;14768;77,04;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459811;14/04/2025 08:30;<##PersonalSubject##>;;;15112;4130;27,33;22;0,53;4774;22;2;0,01;0;0,00;10980;72,66;0;0,00;0;0,00;;0;0,00;0;
istIST_5459809;14/04/2025 08:30;<##PersonalSubject##>;;;76607;21493;28,06;83;0,39;25026;97;9;0,01;10;0,01;55095;71,92;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459803;13/04/2025 08:30;<##PersonalSubject##>;;;19172;4424;23,08;4;0,09;5023;7;2;0,01;6;0,03;14740;76,88;0;0,00;0;0,00;;0;0,00;0;
istIST_5459799;13/04/2025 08:30;<##PersonalSubject##>;;;76617;21889;28,57;108;0,49;25324;174;22;0,03;7;0,01;54699;71,39;0;0,00;0;0,00;;0;0,00;0;
antANT_5459807;13/04/2025 08:30;<##PersonalSubject##>;;;6501;1500;23,07;5;0,33;1710;5;0;0,00;4;0,06;4997;76,87;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459801;13/04/2025 08:30;<##PersonalSubject##>;;;15118;4196;27,75;28;0,67;4851;44;2;0,01;3;0,02;10917;72,21;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459805;13/04/2025 08:30;<##PersonalSubject##>;;;6588;1691;25,67;5;0,30;1936;9;2;0,03;3;0,05;4892;74,26;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459797;12/04/2025 13:00;<##PersonalSubject##>;;;115441;31446;27,24;103;0,33;36401;156;34;0,03;14;0,01;83947;72,72;0;0,00;0;0,00;;0;0,00;0;
antANT_5459795;12/04/2025 08:30;<##PersonalSubject##>;;;6499;1528;23,51;4;0,26;1787;6;0;0,00;0;0,00;4971;76,49;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459791;12/04/2025 08:30;<##PersonalSubject##>;;;19183;4456;23,23;3;0,07;5103;5;1;0,01;9;0,05;14717;76,72;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459793;12/04/2025 08:30;<##PersonalSubject##>;;;6591;1726;26,19;5;0,29;2007;6;3;0,05;4;0,06;4858;73,71;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459789;12/04/2025 08:30;<##PersonalSubject##>;;;15123;4297;28,41;26;0,61;5016;28;0;0,00;7;0,05;10819;71,54;0;0,00;0;0,00;;0;0,00;0;
istIST_5459787;12/04/2025 08:30;<##PersonalSubject##>;;;76629;21759;28,40;88;0,40;25145;133;19;0,02;17;0,02;54834;71,56;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459781;11/04/2025 08:30;<##PersonalSubject##>;;;19185;4401;22,94;3;0,07;5053;5;0;0,00;5;0,03;14779;77,03;0;0,00;0;0,00;;0;0,00;0;
antANT_5459785;11/04/2025 08:30;<##PersonalSubject##>;;;6501;1500;23,07;4;0,27;1711;4;0;0,00;2;0,03;4999;76,90;0;0,00;0;0,00;;0;0,00;0;
istIST_5459777;11/04/2025 08:30;<##PersonalSubject##>;;;76631;21723;28,35;77;0,35;25426;85;1;0,00;14;0,02;54893;71,63;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459783;11/04/2025 08:30;<##PersonalSubject##>;;;6591;1723;26,14;4;0,23;2007;6;0;0,00;2;0,03;4866;73,83;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459779;11/04/2025 08:30;<##PersonalSubject##>;;;15126;4124;27,26;21;0,51;4798;21;1;0,01;2;0,01;10999;72,72;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459775;10/04/2025 13:00;<##PersonalSubject##>;;;115468;31169;26,99;115;0,37;36426;167;240;0,21;29;0,03;84030;72,77;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459771;10/04/2025 08:30;<##PersonalSubject##>;;;6592;1696;25,73;5;0,29;1951;6;12;0,18;1;0,02;4883;74,07;0;0,00;0;0,00;;0;0,00;0;
antANT_5459773;10/04/2025 08:30;<##PersonalSubject##>;;;6503;1446;22,24;5;0,35;1641;7;15;0,23;3;0,05;5039;77,49;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459769;10/04/2025 08:30;<##PersonalSubject##>;;;19182;4326;22,55;3;0,07;4931;5;55;0,29;3;0,02;14798;77,15;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459767;10/04/2025 08:30;<##PersonalSubject##>;;;15130;4162;27,51;27;0,65;4880;39;23;0,15;4;0,03;10941;72,31;0;0,00;0;0,00;;0;0,00;0;
istIST_5459765;10/04/2025 08:30;<##PersonalSubject##>;;;76645;21226;27,69;86;0,41;24703;142;161;0,21;9;0,01;55249;72,08;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459759;09/04/2025 08:30;<##PersonalSubject##>;;;19192;3243;16,90;3;0,09;3777;3;3959;20,63;6;0,03;11984;62,44;0;0,00;0;0,00;;0;0,00;0;
istIST_5459755;09/04/2025 08:30;<##PersonalSubject##>;;;76661;17098;22,30;100;0,58;20557;174;4285;5,59;9;0,01;55269;72,10;0;0,00;0;0,00;;0;0,00;0;
antANT_5459763;09/04/2025 08:30;<##PersonalSubject##>;;;6511;1105;16,97;4;0,36;1306;5;663;10,18;3;0,05;4740;72,80;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459757;09/04/2025 08:30;<##PersonalSubject##>;;;15144;3293;21,74;23;0,70;3942;34;2915;19,25;2;0,01;8934;58,99;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459761;09/04/2025 08:30;<##PersonalSubject##>;;;6596;1183;17,94;5;0,42;1416;6;1921;29,12;0;0,00;3492;52,94;0;0,00;0;0,00;;0;0,00;0;
istIST_5459745;08/04/2025 08:30;<##PersonalSubject##>;;;76654;21629;28,22;85;0,39;25255;93;6;0,01;12;0,02;55007;71,76;0;0,00;0;0,00;;0;0,00;0;
antANT_5459753;08/04/2025 08:30;<##PersonalSubject##>;;;6511;1501;23,05;4;0,27;1723;6;0;0,00;4;0,06;5006;76,89;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459747;08/04/2025 08:30;<##PersonalSubject##>;;;15142;4171;27,55;26;0,62;4855;27;0;0,00;2;0,01;10969;72,44;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459751;08/04/2025 08:30;<##PersonalSubject##>;;;6599;1688;25,58;5;0,30;1936;5;2;0,03;3;0,05;4906;74,34;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459749;08/04/2025 08:30;<##PersonalSubject##>;;;19190;4362;22,73;4;0,09;4970;6;3;0,02;3;0,02;14822;77,24;0;0,00;0;0,00;;0;0,00;0;
istIST_5459735;07/04/2025 08:30;<##PersonalSubject##>;;;76671;21957;28,64;85;0,39;25631;93;8;0,01;20;0,03;54686;71,33;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459737;07/04/2025 08:30;<##PersonalSubject##>;;;15149;4157;27,44;25;0,60;4835;49;2;0,01;5;0,03;10985;72,51;0;0,00;0;0,00;;0;0,00;0;
antANT_5459743;07/04/2025 08:30;<##PersonalSubject##>;;;6513;1490;22,88;6;0,40;1736;8;0;0,00;3;0,05;5020;77,08;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459739;07/04/2025 08:30;<##PersonalSubject##>;;;19191;4346;22,65;3;0,07;4986;5;0;0,00;6;0,03;14839;77,32;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459741;07/04/2025 08:30;<##PersonalSubject##>;;;6599;1672;25,34;5;0,30;1933;5;1;0,02;0;0,00;4926;74,65;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459729;06/04/2025 08:30;<##PersonalSubject##>;;;19191;4291;22,36;3;0,07;4869;5;1;0,01;3;0,02;14896;77,62;0;0,00;0;0,00;;0;0,00;0;
antANT_5459733;06/04/2025 08:30;<##PersonalSubject##>;;;6512;1519;23,33;5;0,33;1743;7;1;0,02;2;0,03;4990;76,63;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459727;06/04/2025 08:30;<##PersonalSubject##>;;;15149;4267;28,17;27;0,63;4974;37;2;0,01;2;0,01;10878;71,81;0;0,00;0;0,00;;0;0,00;0;
istIST_5459725;06/04/2025 08:30;<##PersonalSubject##>;;;76684;21928;28,60;77;0,35;25444;100;5;0,01;13;0,02;54738;71,38;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459731;06/04/2025 08:30;<##PersonalSubject##>;;;6598;1700;25,77;7;0,41;1955;8;2;0,03;0;0,00;4896;74,20;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459723;05/04/2025 13:00;<##PersonalSubject##>;;;115552;31411;27,18;131;0,42;36610;197;22;0,02;17;0,01;84102;72,78;0;0,00;0;0,00;;0;0,00;0;
istIST_5459713;05/04/2025 08:30;<##PersonalSubject##>;;;76703;21763;28,37;86;0,40;25278;138;48;0,06;18;0,02;54874;71,54;0;0,00;0;0,00;;0;0,00;0;
antANT_5459721;05/04/2025 08:30;<##PersonalSubject##>;;;6512;1498;23,00;5;0,33;1706;7;1;0,02;0;0,00;5013;76,98;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459719;05/04/2025 08:30;<##PersonalSubject##>;;;6599;1704;25,82;5;0,29;1939;5;9;0,14;2;0,03;4884;74,01;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459717;05/04/2025 08:30;<##PersonalSubject##>;;;19198;4360;22,71;3;0,07;4951;5;15;0,08;4;0,02;14819;77,19;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459715;05/04/2025 08:30;<##PersonalSubject##>;;;15155;4220;27,85;29;0,69;4934;43;8;0,05;3;0,02;10924;72,08;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459709;04/04/2025 08:30;<##PersonalSubject##>;;;6599;1719;26,05;6;0,35;1982;12;0;0,00;1;0,02;4879;73,94;0;0,00;0;0,00;;0;0,00;0;
istIST_5459703;04/04/2025 08:30;<##PersonalSubject##>;;;76708;21567;28,12;83;0,38;25134;120;5;0,01;13;0,02;55123;71,86;0;0,00;0;0,00;;0;0,00;0;
antANT_5459711;04/04/2025 08:30;<##PersonalSubject##>;;;6513;1490;22,88;5;0,34;1719;7;0;0,00;1;0,02;5022;77,11;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459705;04/04/2025 08:30;<##PersonalSubject##>;;;15160;4225;27,87;25;0,59;4879;35;7;0,05;1;0,01;10927;72,08;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459707;04/04/2025 08:30;<##PersonalSubject##>;;;19199;4373;22,78;4;0,09;4986;6;2;0,01;2;0,01;14822;77,20;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459701;03/04/2025 13:00;<##PersonalSubject##>;;;115601;31299;27,08;117;0,37;36403;122;14;0,01;23;0,02;84265;72,89;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459693;03/04/2025 08:30;<##PersonalSubject##>;;;15165;4279;28,22;30;0,70;5009;40;79;0,52;3;0,02;10804;71,24;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459697;03/04/2025 08:30;<##PersonalSubject##>;;;6599;1613;24,44;5;0,31;1894;5;13;0,20;2;0,03;4971;75,33;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459695;03/04/2025 08:30;<##PersonalSubject##>;;;19213;4043;21,04;3;0,07;4639;5;46;0,24;12;0,06;15112;78,66;0;0,00;0;0,00;;0;0,00;0;
istIST_5459691;03/04/2025 08:30;<##PersonalSubject##>;;;76734;21097;27,49;86;0,41;24650;122;3;0,00;18;0,02;55616;72,48;0;0,00;0;0,00;;0;0,00;0;
antANT_5459699;03/04/2025 08:30;<##PersonalSubject##>;;;6514;1439;22,09;5;0,35;1685;7;2;0,03;2;0,03;5071;77,85;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459687;02/04/2025 08:30;<##PersonalSubject##>;;;6599;1730;26,22;5;0,29;2044;7;0;0,00;2;0,03;4867;73,75;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459685;02/04/2025 08:30;<##PersonalSubject##>;;;19218;4406;22,93;3;0,07;5087;5;1;0,01;7;0,04;14804;77,03;0;0,00;0;0,00;;0;0,00;0;
istIST_5459681;02/04/2025 08:30;<##PersonalSubject##>;;;76745;22007;28,68;86;0,39;25770;129;2;0,00;15;0,02;54721;71,30;0;0,00;0;0,00;;0;0,00;0;
antANT_5459689;02/04/2025 08:30;<##PersonalSubject##>;;;6517;1488;22,83;5;0,34;1729;5;0;0,00;1;0,02;5028;77,15;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459683;02/04/2025 08:30;<##PersonalSubject##>;;;15167;4317;28,46;29;0,67;5017;39;0;0,00;1;0,01;10849;71,53;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459673;01/04/2025 08:30;<##PersonalSubject##>;;;15167;4312;28,43;30;0,70;4983;50;0;0,00;0;0,00;10855;71,57;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459677;01/04/2025 08:30;<##PersonalSubject##>;;;6600;1713;25,95;5;0,29;1955;6;1;0,02;2;0,03;4884;74,00;0;0,00;0;0,00;;0;0,00;0;
antANT_5459679;01/04/2025 08:30;<##PersonalSubject##>;;;6517;1490;22,86;5;0,34;1724;7;0;0,00;1;0,02;5026;77,12;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459675;01/04/2025 08:30;<##PersonalSubject##>;;;19217;4410;22,95;3;0,07;5043;5;0;0,00;3;0,02;14804;77,04;0;0,00;0;0,00;;0;0,00;0;
istIST_5459671;01/04/2025 08:30;<##PersonalSubject##>;;;76750;21976;28,63;80;0,36;25507;123;5;0,01;10;0,01;54759;71,35;0;0,00;0;0,00;;0;0,00;0;
antANT_5459669;31/03/2025 08:30;<##PersonalSubject##>;;;6524;1471;22,55;5;0,34;1684;7;0;0,00;8;0,12;5045;77,33;0;0,00;0;0,00;;0;0,00;0;
istIST_5459661;31/03/2025 08:30;<##PersonalSubject##>;;;76767;21863;28,48;94;0,43;25287;138;5;0,01;17;0,02;54882;71,49;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459663;31/03/2025 08:30;<##PersonalSubject##>;;;15169;4242;27,96;27;0,64;4898;41;1;0,01;4;0,03;10922;72,00;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459665;31/03/2025 08:30;<##PersonalSubject##>;;;19223;4341;22,58;3;0,07;4964;5;1;0,01;8;0,04;14873;77,37;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459667;31/03/2025 08:30;<##PersonalSubject##>;;;6602;1685;25,52;5;0,30;1921;8;0;0,00;2;0,03;4915;74,45;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459657;30/03/2025 08:30;<##PersonalSubject##>;;;6606;1692;25,61;5;0,30;1950;6;1;0,02;4;0,06;4909;74,31;0;0,00;0;0,00;;0;0,00;0;
antANT_5459659;30/03/2025 08:30;<##PersonalSubject##>;;;6524;1477;22,64;5;0,34;1698;7;0;0,00;1;0,02;5046;77,35;0;0,00;0;0,00;;0;0,00;0;
istIST_5459651;30/03/2025 08:30;<##PersonalSubject##>;;;76775;21802;28,40;86;0,39;25205;123;3;0,00;7;0,01;54963;71,59;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459653;30/03/2025 08:30;<##PersonalSubject##>;;;15169;4201;27,69;22;0,52;4860;25;0;0,00;2;0,01;10966;72,29;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459655;30/03/2025 08:30;<##PersonalSubject##>;;;19225;4362;22,69;4;0,09;4981;6;0;0,00;1;0,01;14862;77,31;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459649;29/03/2025 13:00;<##PersonalSubject##>;;;115709;30995;26,79;110;0,35;35952;161;16;0,01;23;0,02;84675;73,18;0;0,00;0;0,00;;0;0,00;0;
istIST_5459639;29/03/2025 08:30;<##PersonalSubject##>;;;76803;21599;28,12;90;0,42;24879;131;10;0,01;19;0,02;55175;71,84;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459645;29/03/2025 08:30;<##PersonalSubject##>;;;6608;1686;25,51;8;0,47;1916;17;1;0,02;4;0,06;4917;74,41;0;0,00;0;0,00;;0;0,00;0;
antANT_5459647;29/03/2025 08:30;<##PersonalSubject##>;;;6527;1447;22,17;6;0,41;1664;9;0;0,00;3;0,05;5077;77,78;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459641;29/03/2025 08:30;<##PersonalSubject##>;;;15172;4179;27,54;29;0,69;4828;40;8;0,05;2;0,01;10983;72,39;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459643;29/03/2025 08:30;<##PersonalSubject##>;;;19232;4330;22,51;3;0,07;4888;5;0;0,00;4;0,02;14898;77,46;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459631;28/03/2025 08:30;<##PersonalSubject##>;;;15166;4225;27,86;31;0,73;4863;41;0;0,00;1;0,01;10940;72,14;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459635;28/03/2025 08:30;<##PersonalSubject##>;;;6608;1686;25,51;5;0,30;1930;6;0;0,00;1;0,02;4921;74,47;0;0,00;0;0,00;;0;0,00;0;
istIST_5459629;28/03/2025 08:30;<##PersonalSubject##>;;;76806;21575;28,09;87;0,40;25234;126;5;0,01;22;0,03;55204;71,87;0;0,00;0;0,00;;0;0,00;0;
antANT_5459637;28/03/2025 08:30;<##PersonalSubject##>;;;6526;1483;22,72;5;0,34;1680;7;0;0,00;3;0,05;5040;77,23;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459633;28/03/2025 08:30;<##PersonalSubject##>;;;19234;4319;22,46;3;0,07;4877;3;0;0,00;4;0,02;14911;77,52;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459627;27/03/2025 13:00;<##PersonalSubject##>;;;115738;30824;26,63;115;0,37;35751;162;6;0,01;25;0,02;84883;73,34;0;0,00;0;0,00;;0;0,00;0;
antANT_5459625;27/03/2025 08:30;<##PersonalSubject##>;;;6531;1497;22,92;6;0,40;1726;8;0;0,00;2;0,03;5032;77,05;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459623;27/03/2025 08:30;<##PersonalSubject##>;;;6608;1732;26,21;4;0,23;1999;6;2;0,03;0;0,00;4874;73,76;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459619;27/03/2025 08:30;<##PersonalSubject##>;;;15170;4280;28,21;29;0,68;5008;43;0;0,00;4;0,03;10886;71,76;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459621;27/03/2025 08:30;<##PersonalSubject##>;;;19238;4377;22,75;3;0,07;5017;5;1;0,01;7;0,04;14853;77,21;0;0,00;0;0,00;;0;0,00;0;
istIST_5459617;27/03/2025 08:30;<##PersonalSubject##>;;;76816;21716;28,27;81;0,37;25461;116;7;0,01;15;0,02;55078;71,70;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459613;26/03/2025 08:30;<##PersonalSubject##>;;;6611;1691;25,58;5;0,30;1985;6;0;0,00;2;0,03;4918;74,39;0;0,00;0;0,00;;0;0,00;0;
istIST_5459607;26/03/2025 08:30;<##PersonalSubject##>;;;76821;21449;27,92;81;0,38;25072;86;7;0,01;16;0,02;55349;72,05;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459609;26/03/2025 08:30;<##PersonalSubject##>;;;15168;4228;27,87;30;0,71;4894;40;12;0,08;3;0,02;10925;72,03;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459611;26/03/2025 08:30;<##PersonalSubject##>;;;19239;4463;23,20;4;0,09;5062;6;0;0,00;4;0,02;14772;76,78;0;0,00;0;0,00;;0;0,00;0;
antANT_5459615;26/03/2025 08:30;<##PersonalSubject##>;;;6533;1501;22,98;6;0,40;1731;6;0;0,00;2;0,03;5030;76,99;0;0,00;0;0,00;;0;0,00;0;
istIST_5459597;25/03/2025 08:30;<##PersonalSubject##>;;;76834;21591;28,10;81;0,38;25307;124;4;0,01;16;0,02;55223;71,87;0;0,00;0;0,00;;0;0,00;0;
antANT_5459605;25/03/2025 08:30;<##PersonalSubject##>;;;6534;1475;22,57;5;0,34;1694;7;0;0,00;3;0,05;5056;77,38;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459599;25/03/2025 08:30;<##PersonalSubject##>;;;15168;4153;27,38;25;0,60;4785;25;2;0,01;2;0,01;11011;72,59;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459603;25/03/2025 08:30;<##PersonalSubject##>;;;6611;1713;25,91;5;0,29;1969;6;1;0,02;2;0,03;4895;74,04;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459601;25/03/2025 08:30;<##PersonalSubject##>;;;19245;4301;22,35;3;0,07;4919;5;0;0,00;9;0,05;14935;77,60;0;0,00;0;0,00;;0;0,00;0;
antANT_5459595;24/03/2025 08:30;<##PersonalSubject##>;;;6538;1445;22,10;5;0,35;1652;5;0;0,00;1;0,02;5092;77,88;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459593;24/03/2025 08:30;<##PersonalSubject##>;;;6613;1657;25,06;5;0,30;1952;7;2;0,03;2;0,03;4952;74,88;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459589;24/03/2025 08:30;<##PersonalSubject##>;;;15172;4133;27,24;22;0,53;4778;29;8;0,05;4;0,03;11027;72,68;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459591;24/03/2025 08:30;<##PersonalSubject##>;;;19245;4302;22,35;3;0,07;4935;5;1;0,01;3;0,02;14939;77,63;0;0,00;0;0,00;;0;0,00;0;
istIST_5459587;24/03/2025 08:30;<##PersonalSubject##>;;;76843;21415;27,87;80;0,37;25073;116;10;0,01;14;0,02;55404;72,10;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459581;23/03/2025 08:30;<##PersonalSubject##>;;;19245;4282;22,25;4;0,09;4843;6;0;0,00;3;0,02;14960;77,73;0;0,00;0;0,00;;0;0,00;0;
